game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
795,q_learning,random,J1,1,30,30,1,1,1,0
796,q_learning,random,J0,30,15,15,30,14,9,5
797,q_learning,random,J0,30,24,24,30,22,13,9
798,q_learning,random,J1,22,30,30,22,21,12,9
799,q_learning,random,J0,30,12,12,30,12,9,3
800,q_learning,random,J0,30,19,19,30,13,11,2
801,q_learning,random,J0,30,15,15,30,12,10,2
802,q_learning,random,J1,7,30,30,7,7,4,3
803,q_learning,random,J0,30,22,22,30,14,6,8
804,q_learning,random,J0,30,10,10,30,18,13,5
805,q_learning,random,J1,21,30,30,21,19,10,9
806,q_learning,random,J0,30,20,20,30,18,9,9
807,q_learning,random,J1,15,30,30,15,15,6,9
808,q_learning,random,J0,30,20,20,30,19,11,8
809,q_learning,random,J0,30,22,22,30,21,10,11
810,q_learning,random,J1,14,30,30,14,5,5,0
811,q_learning,random,J0,30,18,18,30,19,12,7
812,q_learning,random,J0,30,26,26,30,29,18,11
813,q_learning,random,J0,30,15,15,30,18,13,5
814,q_learning,random,J0,30,20,20,30,20,13,7
815,q_learning,random,J1,21,30,30,21,17,9,8
816,q_learning,random,J0,30,20,20,30,20,14,6
817,q_learning,random,J0,30,8,8,30,8,6,2
818,q_learning,random,J1,22,30,30,22,19,15,4
819,q_learning,random,J1,26,30,30,26,25,14,11
820,q_learning,random,J1,27,30,30,27,28,18,10
821,q_learning,random,J0,30,23,23,30,23,16,7
822,q_learning,random,J0,30,24,24,30,20,12,8
823,q_learning,random,J0,30,17,17,30,18,14,4
824,q_learning,random,J1,14,30,30,14,19,9,10
825,q_learning,random,J0,30,11,11,30,18,13,5
826,q_learning,random,J1,10,30,30,10,8,5,3
827,q_learning,random,J0,30,16,16,30,11,5,6
828,q_learning,random,J0,30,6,6,30,10,9,1
829,q_learning,random,J1,21,30,30,21,16,9,7
830,q_learning,random,J0,30,27,27,30,13,10,3
831,q_learning,random,J0,30,20,20,30,16,10,6
832,q_learning,random,J0,30,15,15,30,19,14,5
833,q_learning,random,J0,30,20,20,30,22,11,11
834,q_learning,random,J1,12,30,30,12,13,5,8
835,q_learning,random,J1,25,30,30,25,22,11,11
836,q_learning,random,J0,30,22,22,30,17,10,7
837,q_learning,random,J1,0,30,30,0,1,0,1
838,q_learning,random,J0,30,26,26,30,27,20,7
839,q_learning,random,J0,30,22,22,30,22,16,6
840,q_learning,random,J0,30,23,23,30,19,15,4
841,q_learning,random,J0,30,13,13,30,21,15,6
842,q_learning,random,J0,30,27,27,30,27,15,12
843,q_learning,random,J0,30,19,19,30,12,9,3
844,q_learning,random,J1,29,30,30,29,21,19,2
845,q_learning,random,J0,30,28,28,30,23,13,10
846,q_learning,random,J1,14,30,30,14,17,6,11
847,q_learning,random,J1,21,30,30,21,11,8,3
848,q_learning,random,J0,30,17,17,30,14,8,6
849,q_learning,random,J1,29,30,30,29,22,14,8
850,q_learning,random,J0,30,10,10,30,18,15,3
851,q_learning,random,J1,0,30,30,0,0,0,0
852,q_learning,random,J1,12,30,30,12,14,6,8
853,q_learning,random,J0,30,20,20,30,17,10,7
