game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
69,q_learning,sb3,J1,21,30,30,21,17,9,8
70,q_learning,sb3,J0,30,28,28,30,20,12,8
71,q_learning,sb3,J1,23,30,30,23,16,8,8
72,q_learning,sb3,J1,14,30,30,14,16,8,8
73,q_learning,sb3,J1,29,30,30,29,18,14,4
74,q_learning,sb3,J0,30,25,25,30,20,14,6
75,q_learning,sb3,J0,30,15,15,30,16,12,4
76,q_learning,sb3,J0,30,28,28,30,21,11,10
77,q_learning,sb3,J1,13,30,30,13,16,8,8
78,q_learning,sb3,J0,30,26,26,30,22,12,10
79,q_learning,sb3,J1,19,30,30,19,18,9,9
80,q_learning,sb3,J0,30,26,26,30,18,9,9
81,q_learning,sb3,J0,30,29,29,30,20,11,9
82,q_learning,sb3,J1,23,30,30,23,17,6,11
83,q_learning,sb3,J0,30,25,25,30,19,10,9
84,q_learning,sb3,J0,30,26,26,30,22,14,8
85,q_learning,sb3,J1,16,30,30,16,16,7,9
86,q_learning,sb3,J0,30,23,23,30,19,11,8
87,q_learning,sb3,J0,30,28,28,30,19,9,10
88,q_learning,sb3,J0,30,27,27,30,18,8,10
89,q_learning,sb3,J0,30,17,17,30,13,8,5
90,q_learning,sb3,J0,30,18,18,30,16,9,7
91,q_learning,sb3,J0,30,28,28,30,19,11,8
92,q_learning,sb3,J1,11,30,30,11,15,5,10
93,q_learning,sb3,J1,23,30,30,23,19,9,10
94,q_learning,sb3,J1,18,30,30,18,15,8,7
95,q_learning,sb3,J0,30,14,14,30,16,13,3
96,q_learning,sb3,J1,13,30,30,13,16,5,11
97,q_learning,sb3,J1,21,30,30,21,19,8,11
98,q_learning,sb3,J1,27,30,30,27,16,8,8
99,q_learning,sb3,J0,30,26,26,30,20,11,9
100,q_learning,sb3,J0,30,22,22,30,19,11,8
101,q_learning,sb3,J0,30,29,29,30,20,11,9
102,q_learning,sb3,J0,30,23,23,30,17,12,5
103,q_learning,sb3,J1,27,30,30,27,18,7,11
104,q_learning,sb3,J1,17,30,30,17,15,7,8
105,q_learning,sb3,J1,15,30,30,15,16,9,7
106,q_learning,sb3,J1,24,30,30,24,18,11,7
107,q_learning,sb3,J1,19,30,30,19,17,10,7
108,q_learning,sb3,J0,30,27,27,30,21,14,7
109,q_learning,sb3,J1,28,30,30,28,21,12,9
110,q_learning,sb3,J1,18,30,30,18,19,7,12
111,q_learning,sb3,J1,17,30,30,17,14,4,10
112,q_learning,sb3,J1,25,30,30,25,19,9,10
113,q_learning,sb3,J1,23,30,30,23,17,8,9
114,q_learning,sb3,J0,30,29,29,30,22,15,7
115,q_learning,sb3,J0,30,26,26,30,20,12,8
116,q_learning,sb3,J1,28,30,30,28,22,15,7
117,q_learning,sb3,J1,24,30,30,24,20,12,8
118,q_learning,sb3,J0,30,26,26,30,22,12,10
119,q_learning,sb3,J0,30,28,28,30,19,11,8
120,q_learning,sb3,J1,29,30,30,29,20,10,10
121,q_learning,sb3,J0,30,27,27,30,21,11,10
122,q_learning,sb3,J0,30,23,23,30,18,11,7
123,q_learning,sb3,J1,21,30,30,21,20,12,8
124,q_learning,sb3,J0,30,26,26,30,20,12,8
125,q_learning,sb3,J1,26,30,30,26,16,9,7
126,q_learning,sb3,J1,19,30,30,19,16,6,10
127,q_learning,sb3,J0,30,28,28,30,20,10,10
128,q_learning,sb3,J0,30,26,26,30,19,10,9
129,q_learning,sb3,J0,30,15,15,30,14,9,5
130,q_learning,sb3,J0,30,26,26,30,23,15,8
131,q_learning,sb3,J1,20,30,30,20,18,8,10
132,q_learning,sb3,J0,30,26,26,30,19,11,8
133,q_learning,sb3,J0,30,28,28,30,19,10,9
134,q_learning,sb3,J0,30,27,27,30,20,13,7
135,q_learning,sb3,J1,25,30,30,25,17,10,7
136,q_learning,sb3,J0,30,26,26,30,20,13,7
137,q_learning,sb3,J0,30,26,26,30,21,13,8
138,q_learning,sb3,J0,30,26,26,30,17,9,8
139,q_learning,sb3,J1,17,30,30,17,16,5,11
140,q_learning,sb3,J0,30,26,26,30,22,11,11
141,q_learning,sb3,J0,30,27,27,30,23,15,8
142,q_learning,sb3,J0,30,27,27,30,18,11,7
143,q_learning,sb3,J1,12,30,30,12,13,6,7
144,q_learning,sb3,J1,21,30,30,21,16,4,12
145,q_learning,sb3,J1,26,30,30,26,17,8,9
