game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
628,rational,sb3,J0,30,22,22,30,19,12,7
629,rational,sb3,J0,30,3,3,30,5,4,1
630,rational,sb3,J1,27,30,30,27,22,13,9
631,rational,sb3,J1,13,30,30,13,16,5,11
632,rational,sb3,J1,29,30,30,29,20,8,12
633,rational,sb3,J0,30,23,23,30,16,12,4
634,rational,sb3,J1,16,30,30,16,17,7,10
635,rational,sb3,J0,30,22,22,30,19,12,7
636,rational,sb3,J1,21,30,30,21,19,7,12
637,rational,sb3,J0,30,26,26,30,21,10,11
638,rational,sb3,J0,30,21,21,30,18,10,8
639,rational,sb3,J1,27,30,30,27,19,8,11
640,rational,sb3,J0,30,29,29,30,20,11,9
641,rational,sb3,J1,20,30,30,20,19,8,11
642,rational,sb3,J1,22,30,30,22,20,8,12
643,rational,sb3,J1,28,30,30,28,24,9,15
644,rational,sb3,J1,14,30,30,14,17,7,10
645,rational,sb3,J1,20,30,30,20,18,10,8
646,rational,sb3,J1,20,30,30,20,21,8,13
647,rational,sb3,J1,19,30,30,19,18,9,9
648,rational,sb3,J0,30,21,21,30,17,10,7
649,rational,sb3,J1,21,30,30,21,20,10,10
650,rational,sb3,J0,30,21,21,30,17,12,5
651,rational,sb3,J0,30,27,27,30,23,10,13
652,rational,sb3,J1,23,30,30,23,22,10,12
653,rational,sb3,J1,27,30,30,27,21,9,12
654,rational,sb3,J1,26,30,30,26,19,10,9
655,rational,sb3,J0,30,27,27,30,22,11,11
656,rational,sb3,J0,30,15,15,30,16,10,6
657,rational,sb3,J1,27,30,30,27,19,9,10
658,rational,sb3,J0,30,19,19,30,18,12,6
659,rational,sb3,J0,30,28,28,30,22,14,8
660,rational,sb3,J1,22,30,30,22,21,11,10
661,rational,sb3,J0,30,24,24,30,18,10,8
662,rational,sb3,J0,30,24,24,30,19,11,8
663,rational,sb3,J1,18,30,30,18,19,6,13
664,rational,sb3,J1,26,30,30,26,21,9,12
665,rational,sb3,J0,30,19,19,30,17,9,8
666,rational,sb3,J1,18,30,30,18,17,9,8
667,rational,sb3,J1,24,30,30,24,19,10,9
668,rational,sb3,J1,23,30,30,23,19,8,11
669,rational,sb3,J0,30,24,24,30,18,8,10
670,rational,sb3,J1,25,30,30,25,20,9,11
671,rational,sb3,J0,30,24,24,30,21,11,10
672,rational,sb3,J1,27,30,30,27,19,10,9
673,rational,sb3,J0,30,29,29,30,23,13,10
674,rational,sb3,J1,25,30,30,25,22,12,10
675,rational,sb3,J1,28,30,30,28,22,10,12
676,rational,sb3,J0,30,22,22,30,19,11,8
677,rational,sb3,J1,22,30,30,22,20,12,8
678,rational,sb3,J0,30,28,28,30,24,15,9
679,rational,sb3,J1,26,30,30,26,22,11,11
680,rational,sb3,J1,16,30,30,16,16,3,13
681,rational,sb3,J1,25,30,30,25,18,8,10
682,rational,sb3,J1,27,30,30,27,23,10,13
683,rational,sb3,J1,23,30,30,23,20,10,10
684,rational,sb3,J1,26,30,30,26,21,8,13
685,rational,sb3,J0,30,16,16,30,17,13,4
686,rational,sb3,J0,30,26,26,30,17,13,4
687,rational,sb3,J1,25,30,30,25,19,11,8
688,rational,sb3,J0,30,5,5,30,2,0,2
689,rational,sb3,J0,30,20,20,30,17,10,7
690,rational,sb3,J0,30,21,21,30,19,12,7
691,rational,sb3,J0,30,24,24,30,18,9,9
692,rational,sb3,J0,30,19,19,30,17,12,5
693,rational,sb3,J0,30,27,27,30,20,13,7
694,rational,sb3,J0,30,28,28,30,23,14,9
695,rational,sb3,J0,30,29,29,30,20,10,10
696,rational,sb3,J1,21,30,30,21,18,10,8
697,rational,sb3,J1,26,30,30,26,22,11,11
698,rational,sb3,J1,24,30,30,24,20,8,12
699,rational,sb3,J0,30,27,27,30,22,10,12
700,rational,sb3,J1,19,30,30,19,20,10,10
701,rational,sb3,J0,30,17,17,30,14,8,6
702,rational,sb3,J0,30,21,21,30,16,10,6
703,rational,sb3,J1,26,30,30,26,21,12,9
704,rational,sb3,J1,25,30,30,25,22,11,11
705,rational,sb3,J0,30,16,16,30,17,14,3
706,rational,sb3,J1,25,30,30,25,20,11,9
707,rational,sb3,J1,25,30,30,25,22,10,12
708,rational,sb3,J1,23,30,30,23,21,8,13
709,rational,sb3,J0,30,26,26,30,21,12,9
710,rational,sb3,J0,30,19,19,30,17,11,6
711,rational,sb3,J0,30,26,26,30,19,10,9
712,rational,sb3,J0,30,21,21,30,19,12,7
713,rational,sb3,J0,30,25,25,30,20,10,10
714,rational,sb3,J1,28,30,30,28,21,11,10
715,rational,sb3,J0,30,20,20,30,17,9,8
716,rational,sb3,J1,22,30,30,22,19,5,14
717,rational,sb3,J0,30,24,24,30,19,11,8
718,rational,sb3,J0,30,17,17,30,17,11,6
719,rational,sb3,J1,18,30,30,18,18,6,12
720,rational,sb3,J1,28,30,30,28,21,13,8
721,rational,sb3,J1,24,30,30,24,21,11,10
722,rational,sb3,J0,30,20,20,30,18,11,7
723,rational,sb3,J0,30,27,27,30,20,7,13
724,rational,sb3,J1,29,30,30,29,22,11,11
725,rational,sb3,J0,30,28,28,30,23,15,8
726,rational,sb3,J0,30,17,17,30,17,10,7
727,rational,sb3,J1,25,30,30,25,20,10,10
728,rational,sb3,J0,30,17,17,30,17,9,8
729,rational,sb3,J1,29,30,30,29,22,11,11
730,rational,sb3,J1,28,30,30,28,18,9,9
731,rational,sb3,J0,30,27,27,30,20,8,12
732,rational,sb3,J1,25,30,30,25,20,10,10
733,rational,sb3,J1,13,30,30,13,17,7,10
734,rational,sb3,J1,23,30,30,23,18,6,12
735,rational,sb3,J0,30,16,16,30,15,10,5
736,rational,sb3,J1,23,30,30,23,20,10,10
737,rational,sb3,J0,30,24,24,30,18,12,6
738,rational,sb3,J0,30,24,24,30,19,12,7
739,rational,sb3,J1,22,30,30,22,19,9,10
740,rational,sb3,J0,30,29,29,30,20,10,10
741,rational,sb3,J0,30,26,26,30,19,13,6
742,rational,sb3,J1,26,30,30,26,21,14,7
743,rational,sb3,J1,14,30,30,14,18,7,11
744,rational,sb3,J1,20,30,30,20,19,9,10
745,rational,sb3,J1,29,30,30,29,20,11,9
746,rational,sb3,J1,27,30,30,27,21,10,11
747,rational,sb3,J1,22,30,30,22,17,7,10
748,rational,sb3,J1,27,30,30,27,21,9,12
749,rational,sb3,J0,30,28,28,30,20,12,8
750,rational,sb3,J0,30,21,21,30,18,11,7
751,rational,sb3,J1,26,30,30,26,23,9,14
752,rational,sb3,J1,29,30,30,29,22,13,9
753,rational,sb3,J0,30,14,14,30,13,8,5
754,rational,sb3,J0,30,12,12,30,10,5,5
755,rational,sb3,J0,30,17,17,30,17,13,4
756,rational,sb3,J0,30,29,29,30,22,12,10
757,rational,sb3,J1,29,30,30,29,20,13,7
758,rational,sb3,J0,30,22,22,30,16,10,6
759,rational,sb3,J0,30,26,26,30,20,11,9
760,rational,sb3,J1,27,30,30,27,20,10,10
761,rational,sb3,J0,30,29,29,30,20,10,10
762,rational,sb3,J1,21,30,30,21,18,9,9
763,rational,sb3,J1,27,30,30,27,20,10,10
764,rational,sb3,J0,30,15,15,30,10,6,4
765,rational,sb3,J0,30,23,23,30,19,13,6
766,rational,sb3,J1,24,30,30,24,21,12,9
767,rational,sb3,J0,30,26,26,30,20,11,9
768,rational,sb3,J0,30,28,28,30,20,12,8
769,rational,sb3,J1,29,30,30,29,23,10,13
770,rational,sb3,J1,28,30,30,28,22,12,10
771,rational,sb3,J1,19,30,30,19,18,9,9
772,rational,sb3,J0,30,12,12,30,14,8,6
773,rational,sb3,J1,23,30,30,23,18,8,10
774,rational,sb3,J1,27,30,30,27,20,9,11
775,rational,sb3,J1,24,30,30,24,21,11,10
776,rational,sb3,J0,30,24,24,30,19,7,12
777,rational,sb3,J0,30,21,21,30,17,9,8
778,rational,sb3,J1,18,30,30,18,20,9,11
779,rational,sb3,J0,30,22,22,30,20,11,9
780,rational,sb3,J0,30,16,16,30,15,10,5
781,rational,sb3,J0,30,28,28,30,21,13,8
782,rational,sb3,J1,22,30,30,22,18,8,10
783,rational,sb3,J1,20,30,30,20,17,7,10
784,rational,sb3,J0,30,17,17,30,16,10,6
785,rational,sb3,J0,30,23,23,30,18,12,6
786,rational,sb3,J1,24,30,30,24,20,8,12
787,rational,sb3,J1,28,30,30,28,20,10,10
788,rational,sb3,J0,30,22,22,30,18,10,8
789,rational,sb3,J0,30,15,15,30,14,8,6
790,rational,sb3,J0,30,28,28,30,22,13,9
791,rational,sb3,J1,27,30,30,27,22,12,10
792,rational,sb3,J0,30,27,27,30,19,14,5
793,rational,sb3,J0,30,26,26,30,20,8,12
794,rational,sb3,J0,30,19,19,30,19,13,6
795,rational,sb3,J1,17,30,30,17,17,7,10
