game,agent_0,agent_1,winner,points_j0,points_j1,points_lost_j0,points_lost_j1,hands_played,hands_won_j0,hands_won_j1
202,rational,random,J0,30,11,11,30,17,13,4
203,rational,random,J0,30,0,0,30,0,0,0
204,rational,random,J0,30,7,7,30,15,15,0
205,rational,random,J0,30,6,6,30,4,2,2
206,rational,random,J0,30,0,0,30,4,4,0
207,rational,random,J0,30,14,14,30,14,9,5
208,rational,random,J0,30,12,12,30,10,6,4
209,rational,random,J0,30,27,27,30,21,19,2
210,rational,random,J0,30,13,13,30,22,18,4
211,rational,random,J0,30,2,2,30,3,2,1
212,rational,random,J0,30,9,9,30,16,13,3
213,rational,random,J0,30,3,3,30,11,10,1
214,rational,random,J0,30,2,2,30,6,5,1
215,rational,random,J0,30,4,4,30,15,13,2
216,rational,random,J0,30,1,1,30,6,5,1
217,rational,random,J0,30,13,13,30,18,15,3
218,rational,random,J0,30,2,2,30,3,1,2
219,rational,random,J0,30,26,26,30,26,18,8
220,rational,random,J0,30,8,8,30,14,10,4
221,rational,random,J0,30,14,14,30,22,18,4
222,rational,random,J0,30,11,11,30,20,15,5
223,rational,random,J0,30,17,17,30,27,19,8
224,rational,random,J0,30,12,12,30,18,13,5
225,rational,random,J0,30,1,1,30,3,2,1
226,rational,random,J0,30,0,0,30,0,0,0
227,rational,random,J0,30,5,5,30,5,3,2
228,rational,random,J0,30,8,8,30,16,12,4
229,rational,random,J0,30,8,8,30,17,15,2
230,rational,random,J0,30,5,5,30,14,10,4
231,rational,random,J0,30,2,2,30,6,5,1
232,rational,random,J0,30,1,1,30,7,6,1
233,rational,random,J0,30,14,14,30,19,14,5
234,rational,random,J0,30,2,2,30,2,1,1
235,rational,random,J0,30,5,5,30,7,4,3
236,rational,random,J0,30,0,0,30,3,3,0
237,rational,random,J0,30,9,9,30,17,15,2
238,rational,random,J0,30,0,0,30,2,2,0
239,rational,random,J0,30,6,6,30,12,11,1
240,rational,random,J0,30,2,2,30,3,2,1
241,rational,random,J0,30,21,21,30,27,15,12
242,rational,random,J0,30,3,3,30,3,2,1
243,rational,random,J0,30,2,2,30,2,2,0
244,rational,random,J0,30,4,4,30,8,7,1
245,rational,random,J0,30,3,3,30,7,6,1
246,rational,random,J0,30,3,3,30,5,3,2
247,rational,random,J0,30,12,12,30,18,15,3
248,rational,random,J0,30,5,5,30,9,6,3
249,rational,random,J0,30,0,0,30,0,0,0
250,rational,random,J0,30,2,2,30,1,0,1
251,rational,random,J0,30,8,8,30,14,10,4
252,rational,random,J0,30,3,3,30,11,10,1
253,rational,random,J0,30,10,10,30,16,12,4
254,rational,random,J0,30,7,7,30,10,7,3
255,rational,random,J0,30,5,5,30,8,7,1
256,rational,random,J0,30,4,4,30,12,11,1
257,rational,random,J0,30,0,0,30,0,0,0
258,rational,random,J0,30,14,14,30,16,10,6
259,rational,random,J0,30,7,7,30,16,14,2
260,rational,random,J0,30,3,3,30,9,6,3
261,rational,random,J0,30,16,16,30,23,14,9
262,rational,random,J0,30,8,8,30,17,15,2
263,rational,random,J0,30,12,12,30,25,15,10
264,rational,random,J0,30,0,0,30,0,0,0
265,rational,random,J0,30,25,25,30,17,11,6
266,rational,random,J0,30,9,9,30,21,17,4
267,rational,random,J0,30,11,11,30,18,14,4
268,rational,random,J1,22,30,30,22,14,10,4
269,rational,random,J0,30,15,15,30,20,17,3
270,rational,random,J0,30,0,0,30,1,1,0
271,rational,random,J0,30,14,14,30,23,16,7
272,rational,random,J0,30,12,12,30,17,11,6
273,rational,random,J0,30,19,19,30,24,17,7
274,rational,random,J0,30,0,0,30,2,2,0
275,rational,random,J0,30,15,15,30,17,10,7
276,rational,random,J0,30,11,11,30,21,16,5
277,rational,random,J0,30,7,7,30,8,6,2
278,rational,random,J1,12,30,30,12,9,7,2
279,rational,random,J0,30,17,17,30,23,15,8
280,rational,random,J0,30,1,1,30,9,9,0
281,rational,random,J0,30,3,3,30,15,14,1
282,rational,random,J0,30,17,17,30,24,15,9
283,rational,random,J0,30,0,0,30,0,0,0
284,rational,random,J1,0,30,30,0,0,0,0
285,rational,random,J0,30,1,1,30,1,0,1
286,rational,random,J0,30,13,13,30,20,14,6
287,rational,random,J0,30,3,3,30,10,10,0
288,rational,random,J0,30,8,8,30,12,9,3
289,rational,random,J0,30,9,9,30,16,11,5
290,rational,random,J0,30,3,3,30,7,6,1
291,rational,random,J0,30,0,0,30,0,0,0
292,rational,random,J0,30,2,2,30,3,2,1
293,rational,random,J0,30,25,25,30,27,16,11
294,rational,random,J0,30,13,13,30,19,16,3
295,rational,random,J0,30,8,8,30,20,16,4
296,rational,random,J0,30,7,7,30,20,16,4
297,rational,random,J0,30,1,1,30,1,0,1
298,rational,random,J0,30,12,12,30,18,14,4
299,rational,random,J0,30,14,14,30,17,12,5
300,rational,random,J0,30,2,2,30,4,4,0
301,rational,random,J0,30,4,4,30,15,15,0
302,rational,random,J0,30,1,1,30,7,6,1
303,rational,random,J0,30,8,8,30,15,12,3
304,rational,random,J0,30,0,0,30,0,0,0
305,rational,random,J0,30,1,1,30,3,2,1
306,rational,random,J0,30,14,14,30,19,13,6
307,rational,random,J0,30,3,3,30,4,2,2
308,rational,random,J0,30,5,5,30,14,11,3
309,rational,random,J0,30,24,24,30,16,13,3
310,rational,random,J0,30,5,5,30,12,10,2
311,rational,random,J0,30,4,4,30,3,1,2
312,rational,random,J1,1,30,30,1,1,1,0
313,rational,random,J1,0,30,30,0,0,0,0
314,rational,random,J0,30,14,14,30,23,17,6
315,rational,random,J0,30,3,3,30,8,7,1
316,rational,random,J0,30,0,0,30,11,11,0
317,rational,random,J1,23,30,30,23,15,11,4
318,rational,random,J0,30,0,0,30,1,1,0
319,rational,random,J0,30,12,12,30,13,9,4
320,rational,random,J0,30,1,1,30,5,5,0
321,rational,random,J0,30,16,16,30,21,13,8
322,rational,random,J0,30,6,6,30,6,4,2
323,rational,random,J0,30,2,2,30,6,6,0
324,rational,random,J0,30,13,13,30,13,7,6
325,rational,random,J0,30,13,13,30,23,17,6
326,rational,random,J0,30,2,2,30,8,7,1
327,rational,random,J0,30,2,2,30,4,3,1
328,rational,random,J0,30,16,16,30,24,17,7
329,rational,random,J0,30,10,10,30,10,5,5
330,rational,random,J0,30,0,0,30,1,1,0
331,rational,random,J0,30,6,6,30,18,16,2
332,rational,random,J0,30,3,3,30,4,1,3
333,rational,random,J0,30,13,13,30,23,19,4
334,rational,random,J0,30,6,6,30,8,4,4
335,rational,random,J0,30,7,7,30,15,11,4
336,rational,random,J0,30,7,7,30,16,13,3
337,rational,random,J0,30,12,12,30,19,14,5
338,rational,random,J0,30,7,7,30,10,6,4
339,rational,random,J0,30,1,1,30,7,7,0
340,rational,random,J0,30,0,0,30,0,0,0
341,rational,random,J0,30,2,2,30,6,4,2
342,rational,random,J0,30,9,9,30,20,16,4
343,rational,random,J0,30,5,5,30,16,13,3
344,rational,random,J0,30,12,12,30,16,10,6
345,rational,random,J0,30,10,10,30,16,14,2
346,rational,random,J0,30,15,15,30,20,15,5
347,rational,random,J0,30,0,0,30,0,0,0
348,rational,random,J0,30,2,2,30,3,2,1
349,rational,random,J0,30,26,26,30,23,17,6
350,rational,random,J0,30,0,0,30,1,1,0
351,rational,random,J0,30,9,9,30,18,12,6
352,rational,random,J1,9,30,30,9,9,6,3
353,rational,random,J0,30,5,5,30,13,11,2
354,rational,random,J0,30,2,2,30,7,6,1
355,rational,random,J0,30,3,3,30,5,4,1
356,rational,random,J0,30,0,0,30,0,0,0
357,rational,random,J0,30,2,2,30,11,9,2
358,rational,random,J0,30,12,12,30,21,16,5
359,rational,random,J0,30,0,0,30,0,0,0
360,rational,random,J1,25,30,30,25,20,13,7
361,rational,random,J0,30,12,12,30,18,14,4
362,rational,random,J0,30,18,18,30,25,19,6
363,rational,random,J0,30,5,5,30,8,6,2
364,rational,random,J0,30,6,6,30,13,10,3
365,rational,random,J0,30,6,6,30,14,12,2
366,rational,random,J0,30,5,5,30,14,12,2
367,rational,random,J0,30,17,17,30,25,19,6
368,rational,random,J0,30,5,5,30,5,3,2
369,rational,random,J0,30,9,9,30,15,12,3
370,rational,random,J0,30,10,10,30,23,19,4
371,rational,random,J0,30,0,0,30,1,1,0
372,rational,random,J0,30,2,2,30,6,6,0
373,rational,random,J0,30,2,2,30,2,1,1
374,rational,random,J0,30,7,7,30,15,11,4
375,rational,random,J0,30,9,9,30,19,17,2
376,rational,random,J0,30,11,11,30,17,13,4
377,rational,random,J0,30,20,20,30,27,19,8
378,rational,random,J0,30,4,4,30,8,6,2
